ticker,slippage,commission,strategy_type,signal_lookback,bb_pctb_threshold,ev,ev_decomp,total_return,win_rate,hit_rate,sharpe,sortino,profit_factor,omega_ratio,calmar,cvar_5,avg_win,avg_loss,worst_day,n_signals,active_days_pct,gross_ev,total_friction,net_ev,p_value,sharpe_ci_lo,sharpe_ci_hi,sub_metrics.train.ev,sub_metrics.train.ev_decomp,sub_metrics.train.total_return,sub_metrics.train.win_rate,sub_metrics.train.hit_rate,sub_metrics.train.sharpe,sub_metrics.train.sortino,sub_metrics.train.profit_factor,sub_metrics.train.omega_ratio,sub_metrics.train.calmar,sub_metrics.train.cvar_5,sub_metrics.train.avg_win,sub_metrics.train.avg_loss,sub_metrics.train.worst_day,sub_metrics.train.n_signals,sub_metrics.train.active_days_pct,sub_metrics.test.ev,sub_metrics.test.ev_decomp,sub_metrics.test.total_return,sub_metrics.test.win_rate,sub_metrics.test.hit_rate,sub_metrics.test.sharpe,sub_metrics.test.sortino,sub_metrics.test.profit_factor,sub_metrics.test.omega_ratio,sub_metrics.test.calmar,sub_metrics.test.cvar_5,sub_metrics.test.avg_win,sub_metrics.test.avg_loss,sub_metrics.test.worst_day,sub_metrics.test.n_signals,sub_metrics.test.active_days_pct,sub_metrics.bull.ev,sub_metrics.bull.ev_decomp,sub_metrics.bull.total_return,sub_metrics.bull.win_rate,sub_metrics.bull.hit_rate,sub_metrics.bull.sharpe,sub_metrics.bull.sortino,sub_metrics.bull.profit_factor,sub_metrics.bull.omega_ratio,sub_metrics.bull.calmar,sub_metrics.bull.cvar_5,sub_metrics.bull.avg_win,sub_metrics.bull.avg_loss,sub_metrics.bull.worst_day,sub_metrics.bull.n_signals,sub_metrics.bull.active_days_pct,sub_metrics.covid.ev,sub_metrics.covid.win_rate,sub_metrics.covid.sharpe,sub_metrics.covid.hit_rate,sub_metrics.covid.avg_win,sub_metrics.covid.avg_loss,sub_metrics.covid.worst_day,sub_metrics.covid.n_signals,sub_metrics.covid.active_days_pct,sub_metrics.recovery.ev,sub_metrics.recovery.ev_decomp,sub_metrics.recovery.total_return,sub_metrics.recovery.win_rate,sub_metrics.recovery.hit_rate,sub_metrics.recovery.sharpe,sub_metrics.recovery.sortino,sub_metrics.recovery.profit_factor,sub_metrics.recovery.omega_ratio,sub_metrics.recovery.calmar,sub_metrics.recovery.cvar_5,sub_metrics.recovery.avg_win,sub_metrics.recovery.avg_loss,sub_metrics.recovery.worst_day,sub_metrics.recovery.n_signals,sub_metrics.recovery.active_days_pct,sub_metrics.bear.ev,sub_metrics.bear.ev_decomp,sub_metrics.bear.total_return,sub_metrics.bear.win_rate,sub_metrics.bear.hit_rate,sub_metrics.bear.sharpe,sub_metrics.bear.sortino,sub_metrics.bear.profit_factor,sub_metrics.bear.omega_ratio,sub_metrics.bear.calmar,sub_metrics.bear.cvar_5,sub_metrics.bear.avg_win,sub_metrics.bear.avg_loss,sub_metrics.bear.worst_day,sub_metrics.bear.n_signals,sub_metrics.bear.active_days_pct,sub_metrics.rally.ev,sub_metrics.rally.ev_decomp,sub_metrics.rally.total_return,sub_metrics.rally.win_rate,sub_metrics.rally.hit_rate,sub_metrics.rally.sharpe,sub_metrics.rally.sortino,sub_metrics.rally.profit_factor,sub_metrics.rally.omega_ratio,sub_metrics.rally.calmar,sub_metrics.rally.cvar_5,sub_metrics.rally.avg_win,sub_metrics.rally.avg_loss,sub_metrics.rally.worst_day,sub_metrics.rally.n_signals,sub_metrics.rally.active_days_pct,rsi_threshold,sub_metrics.covid.ev_decomp,sub_metrics.covid.total_return,sub_metrics.covid.sortino,sub_metrics.covid.profit_factor,sub_metrics.covid.omega_ratio,sub_metrics.covid.calmar,sub_metrics.covid.cvar_5,ema_disc_threshold,stoch_threshold,min_confirms
BDX,0.0005,0.0,ema_discount,10,,0.0053793791854559675,0.005379379185455966,0.1658590375515423,0.6206896551724138,0.6206896551724138,7.005096855937697,17.11275595151704,3.1939264957333178,3.1939264957333178,83.74642306176807,-0.015614508875886203,0.012617127596690694,-0.0064642091238372255,-0.016187002443496117,29,0.011530815109343936,0.00932762267126895,0.001,0.0053793791854559675,3.777903867591872e-31,1.2446476765814154,13.507844946721397,0.006840591925873833,0.006840591925873834,0.12124529412999374,0.6470588235294118,0.6470588235294118,8.240830264897383,26.5328479091575,3.4244747675441682,3.4244747675441682,106.49465034292552,-0.016187002443496117,0.01493228332472436,-0.007994175638685465,-0.016187002443496117,17,0.011250827266710787,0.0033093278031973232,0.003309327803197323,0.03978945878757578,0.5833333333333334,0.5833333333333334,5.106557807817075,9.839945119292407,2.7160671784348316,2.7160671784348316,245.18802770813218,-0.015042015308276289,0.008979025738352079,-0.0046282493060193376,-0.015042015308276289,12,0.01195219123505976,0.0,,,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0,0.0,0.006840591925873833,0.6470588235294118,8.240830264897383,0.6470588235294118,0.01493228332472436,-0.007994175638685465,-0.016187002443496117,17,0.06719367588932806,0.0,,,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0,0.0,0.0041514355630765535,0.0041514355630765535,0.028825013460627158,0.5714285714285714,0.5714285714285714,5.079455027280257,10.870542288983556,2.4843249459403167,2.4843249459403167,334.57386347485186,-0.015042015308276289,0.012159501312896306,-0.006525985436683115,-0.015042015308276289,7,0.027888446215139442,0.0021303769393663987,0.0021303769393663983,0.010657249953583303,0.6,0.6,8.466536388118204,20.880570689399665,3.989339638097302,3.989339638097302,157.83958287041034,-0.0034012696875986093,0.00473839163895978,-0.0017816451100236737,-0.0034012696875986093,5,0.00998003992015968,,0.006840591925873834,0.12124529412999374,26.5328479091575,3.4244747675441682,3.4244747675441682,106.49465034292552,-0.016187002443496117,8.0,,
ISRG,0.0005,0.0,ema_discount,3,,0.008122373122884642,0.008122373122884642,0.3620742421480705,0.6923076923076923,0.6923076923076923,7.003755853687344,15.082395968810024,3.038490503016063,3.038490503016063,44.217109683270124,-0.02851222908566311,0.017487711087700347,-0.012949637297950697,-0.029355750123706236,39,0.015506958250497018,0.01179723559974126,0.001,0.008122373122884642,3.82890685476085e-31,2.449819237402145,12.45027927812609,0.008745199229402301,0.008745199229402301,0.26922868500952646,0.7142857142857143,0.7142857142857143,7.004143976379224,14.097973412216433,3.0680608116141737,3.0680608116141737,47.607691456459435,-0.02851222908566311,0.018163452473316667,-0.014800433880383615,-0.029355750123706236,28,0.018530774321641297,0.0065369975790215105,0.006536997579021509,0.07315116514077791,0.6363636363636364,0.6363636363636364,7.371829743500439,47.53433780132745,2.943842728647605,2.943842728647605,89.18614477865633,-0.012347650528363088,0.015557021414510866,-0.009248044133084863,-0.012347650528363088,11,0.010956175298804782,0.01148895377028712,0.011488953770287122,0.13185364372969577,0.8181818181818182,0.8181818181818182,9.89518816080102,35.51783663780447,6.7147831950819565,6.7147831950819565,488.8727704554044,-0.016192082058474114,0.01649920024756662,-0.011057155377470616,-0.016192082058474114,11,0.008744038155802861,0.006969828644123884,0.6470588235294118,5.403867496667556,0.6470588235294118,0.01952511338529397,-0.016048193381354613,-0.029355750123706236,17,0.06719367588932806,0.0,,,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0,0.0,0.0030208533045057912,0.003020853304505791,0.023673675337608113,0.5,0.5,3.5259493903530434,21.966393545173755,1.6532956073811744,1.6532956073811744,41.21437355818383,-0.012347650528363088,0.015289750742096445,-0.009248044133084863,-0.012347650528363088,8,0.03187250996015936,0.01591338231106343,0.01591338231106343,0.04833326380777758,1.0,1.0,23.824905616201068,0.0,999.0,999.0,999.0,0.006027867695834495,0.01591338231106343,0.0,0.006027867695834495,3,0.005988023952095809,,0.0069698286441238835,0.12137173568408599,10.35022778100188,2.230534014374568,2.230534014374568,37.942812152093175,-0.029355750123706236,8.0,,
IFF,0.0005,0.0,rsi_reversal,20,,0.0071391946221812585,0.00713919462218126,0.2947270241827695,0.6486486486486487,0.6486486486486487,6.884410138385163,17.65227156124207,3.0945184321563497,3.0945184321563497,74.49220300655243,-0.020857080233407394,0.016261050220559795,-0.009701154174825267,-0.021890356304965,37,0.014711729622266401,0.008139194622181259,0.001,0.0071391946221812585,1.2629514544985477e-30,2.4086425969463643,12.099892658242599,0.008127117071858791,0.008127117071858791,0.10075480080070864,0.75,0.75,9.331825467432182,14.800256046750029,3.869649579036103,3.869649579036103,84.80044134025182,-0.021890356304965,0.01461228129763916,-0.01132837560548231,-0.021890356304965,12,0.007941760423560556,0.006664991846336042,0.006664991846336043,0.17621746754223788,0.6,0.6,6.022474321152057,19.395954805549245,2.8085858872163336,2.8085858872163336,69.80399119499367,-0.018469732512183222,0.017250311574312175,-0.009212987745628155,-0.019823804161849787,25,0.0249003984063745,0.008127117071858791,0.008127117071858791,0.10075480080070864,0.75,0.75,9.331825467432182,14.800256046750029,3.869649579036103,3.869649579036103,84.80044134025182,-0.021890356304965,0.01461228129763916,-0.01132837560548231,-0.021890356304965,12,0.009538950715421303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0,0.0,0.05302809401531751,0.05302809401531751,0.053028094015317606,1.0,1.0,0.0,0.0,999.0,999.0,999.0,0.05302809401531751,0.05302809401531751,0.0,0.05302809401531751,1,0.00398406374501992,0.004733195922628481,0.004733195922628483,0.11698583753562031,0.5833333333333334,0.5833333333333334,4.97387269944758,13.774188523813429,2.233006113537801,2.233006113537801,49.57184856707108,-0.018469732512183222,0.014694755685668939,-0.009212987745628155,-0.019823804161849787,24,0.04790419161676647,30.0,,,,,,,,,,
FDS,0.0005,0.0,ema_discount,10,,0.007556462777415368,0.007556462777415368,0.2477867428056051,0.7333333333333333,0.7333333333333333,6.874870411523423,10.400838850794335,3.550928078549064,3.550928078549064,43.64573670890205,-0.028381430124222385,0.014343686453393774,-0.011108402331525245,-0.03973192926725121,30,0.011928429423459244,0.011114584399098688,0.001,0.007556462777415368,1.3893675930543431e-30,1.7478036427377375,14.097749723539925,0.00823072329367524,0.008230723293675243,0.14797709094756306,0.7058823529411765,0.7058823529411765,10.233225614849387,98.3240490244704,5.989058187902323,5.989058187902323,233.80384079785136,-0.007827978091795211,0.01399734413661269,-0.005609166729374636,-0.007827978091795211,17,0.011250827266710787,0.006674737486921685,0.006674737486921687,0.08694394047154486,0.7692307692307693,0.7692307692307693,4.796462493606943,7.187004706509406,2.4266624694978507,2.4266624694978507,38.552937205742076,-0.03973192926725121,0.01475929723353107,-0.020273795001776264,-0.03973192926725121,13,0.012948207171314742,0.00485989594938303,0.004859895949383031,0.06450145609535962,0.6153846153846154,0.6153846153846154,8.595933274195286,58.05621578217237,3.2526927934275602,3.2526927934275602,138.05133501654885,-0.007827978091795211,0.011403060123606572,-0.005609166729374636,-0.007827978091795211,13,0.010333863275039745,0.01918591216262492,1.0,18.395586059281555,1.0,0.01918591216262492,0.0,0.005522762508261893,4,0.015810276679841896,0.0,,,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0,0.0,0.006674737486921685,0.006674737486921687,0.08694394047154486,0.7692307692307693,0.7692307692307693,4.796462493606943,7.187004706509406,2.4266624694978507,2.4266624694978507,38.552937205742076,-0.03973192926725121,0.01475929723353107,-0.020273795001776264,-0.03973192926725121,13,0.05179282868525897,0.0,,,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0,0.0,,0.01918591216262492,0.07841758634919671,0.0,999.0,999.0,999.0,0.005522762508261893,8.0,,
HWM,0.0005,0.0,rsi_reversal,5,,0.006296344103280458,0.006296344103280458,0.32827665363920455,0.6956521739130435,0.6956521739130435,6.83503883994598,14.939195259954081,3.062515068090028,3.062515068090028,25.19419561350608,-0.019692535592212422,0.013439323630152685,-0.010030466243856059,-0.021202029962337658,46,0.022406234778373113,0.007296344103280459,0.001,0.006296344103280458,2.0692048237543448e-30,2.4432378784084072,11.585818313567998,0.006422815835119881,0.006422815835119883,0.26171536248077265,0.7027027027027027,0.7027027027027027,6.550696163996777,16.274914144493575,2.822578821957557,2.822578821957557,25.70025968803485,-0.020376403545766746,0.014155121603605382,-0.011853543254027666,-0.021202029962337658,37,0.03527168732125834,0.005776404761273939,0.005776404761273938,0.05275460150343214,0.6666666666666666,0.6666666666666666,9.325181752267538,32.185462087093455,6.179315117994913,6.179315117994913,155.5303239716425,-0.007290609770689483,0.010337532411857654,-0.0033458505398934937,-0.007290609770689483,9,0.008964143426294821,0.006422815835119881,0.006422815835119883,0.26171536248077265,0.7027027027027027,0.7027027027027027,6.550696163996777,16.274914144493575,2.822578821957557,2.822578821957557,25.70025968803485,-0.020376403545766746,0.014155121603605382,-0.011853543254027666,-0.021202029962337658,37,0.04648241206030151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.008688495670540005,0.008688495670540005,0.0439538177756893,0.8,0.8,13.926861663329259,0.0,66.51767004958693,66.51767004958693,3302.0905704991246,-0.0006630650680926331,0.011026385855198164,-0.0006630650680926331,-0.0006630650680926331,5,0.01984126984126984,0.0,,,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0,0.0,0.0021362911246913556,0.002136291124691355,0.008430242389931175,0.5,0.5,4.021545522191278,13.026429559687221,1.9115341359488156,1.9115341359488156,57.51986996280308,-0.007290609770689483,0.008959825525176634,-0.004687243275793924,-0.007290609770689483,4,0.007984031936127744,25.0,,,,,,,,,,
IT,0.0005,0.0,stoch_cross,20,,0.003139139356365844,0.0031391393563658426,0.09766198009507909,0.6,0.6,6.625819820125198,14.116371407294329,2.640627365169453,2.640627365169453,52.85467106652427,-0.010854838608653902,0.008420861295178897,-0.004783443551853737,-0.012523754667457466,30,0.011928429423459244,0.004139139356365842,0.001,0.003139139356365844,1.6766026194442915e-29,0.8417551435642313,13.485714797719842,0.001968707833068433,0.001968707833068432,0.04153154217188715,0.5238095238095238,0.5238095238095238,4.093046471083135,8.119586547056885,1.8649451854353012,1.8649451854353012,33.147749472131075,-0.010854838608653902,0.008103737501028226,-0.004779824801687341,-0.012523754667457466,21,0.013898080741230973,0.005870146244059802,0.0058701462440598,0.05389221127777266,0.7777777777777778,0.7777777777777778,14.403035491587977,111.72948038164674,6.50150013069639,6.50150013069639,262.4894540568894,-0.005635566803314099,0.008919198685987093,-0.004801537302685724,-0.005635566803314099,9,0.008964143426294821,0.001968707833068433,0.001968707833068432,0.04153154217188715,0.5238095238095238,0.5238095238095238,4.093046471083135,8.119586547056885,1.8649451854353012,1.8649451854353012,33.147749472131075,-0.010854838608653902,0.008103737501028226,-0.004779824801687341,-0.012523754667457466,21,0.016693163751987282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0,0.0,0.005870146244059802,0.0058701462440598,0.05389221127777266,0.7777777777777778,0.7777777777777778,14.403035491587977,111.72948038164674,6.50150013069639,6.50150013069639,262.4894540568894,-0.005635566803314099,0.008919198685987093,-0.004801537302685724,-0.005635566803314099,9,0.017964071856287425,,,,,,,,,,20.0,
ABT,0.0005,0.0,rsi_reversal,20,,0.0036365294451145406,0.003636529445114539,0.1177752062065418,0.6451612903225806,0.6451612903225806,6.5690430505044155,18.73577959693259,2.688663659242014,2.688663659242014,47.344188960415025,-0.010049477865774441,0.008974538530845868,-0.006068941619851513,-0.010278957515681513,31,0.012326043737574552,0.00463652944511454,0.001,0.0036365294451145406,2.958070482568601e-29,1.4532149633146048,12.729594070626334,0.002545226215819206,0.0025452262158192065,0.04082597495385176,0.6875,0.6875,4.443894542587089,13.638751269445851,1.9788840425948862,1.9788840425948862,33.25131241728563,-0.010278957515681513,0.007484155164620362,-0.008320417471543334,-0.010278957515681513,16,0.010589013898080741,0.0048005862230295635,0.0048005862230295635,0.07393092899713771,0.6,0.6,9.187512063069562,49.74410541959565,3.8624590222179904,3.8624590222179904,110.23971873889212,-0.005996645986924312,0.010796118200677048,-0.004192711743441663,-0.005996645986924312,15,0.014940239043824702,0.002545226215819206,0.0025452262158192065,0.04082597495385176,0.6875,0.6875,4.443894542587089,13.638751269445851,1.9788840425948862,1.9788840425948862,33.25131241728563,-0.010278957515681513,0.007484155164620362,-0.008320417471543334,-0.010278957515681513,16,0.012718600953895072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.004514587513431738,0.0045145875134317386,0.031767734152596816,0.5714285714285714,0.5714285714285714,8.315568940494506,53.292814748955436,3.292537941583282,3.292537941583282,103.6721005687401,-0.005996645986924312,0.011346721123200326,-0.004594923966259709,-0.005996645986924312,7,0.027777777777777776,0.0,,,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0,0.0,0.005050835093927661,0.005050835093927661,0.04086500619169886,0.625,0.625,10.032234488551039,50.09310665909415,4.553329451837308,4.553329451837308,284.726344244189,-0.00532045196223178,0.010355635862658428,-0.003790499520623617,-0.00532045196223178,8,0.015968063872255488,30.0,,,,,,,,,,
IQV,0.0005,0.0,bb_bounce,5,0.05,0.004615698019959034,0.004615698019959034,0.20473231822283977,0.6829268292682927,0.6829268292682927,6.540656208705771,11.63073349109921,2.90053473567327,2.90053473567327,38.462419669311714,-0.01750515200038438,0.01031491069298974,-0.007659529275799411,-0.022819992313068322,41,0.016302186878727636,0.005615698019959034,0.001,0.004615698019959034,3.929081210099724e-29,1.746746705070299,12.46683708290259,0.005491043672053317,0.005491043672053315,0.11404492650089249,0.65,0.65,7.03174835124464,12.675765997658203,3.0050125333640376,3.0050125333640376,45.75663858939098,-0.022819992313068322,0.012661079539552783,-0.00782473722473141,-0.022819992313068322,20,0.013236267372600927,0.0037820354941549552,0.0037820354941549557,0.08140371143450031,0.7142857142857143,0.7142857142857143,6.088331878785969,10.826646761738395,2.772800645960543,2.772800645960543,42.10698208039825,-0.014847731844042407,0.008281564359301769,-0.007466786668712078,-0.015356339320104991,21,0.02091633466135458,0.005491043672053317,0.005491043672053315,0.11404492650089249,0.65,0.65,7.03174835124464,12.675765997658203,3.0050125333640376,3.0050125333640376,45.75663858939098,-0.022819992313068322,0.012661079539552783,-0.00782473722473141,-0.022819992313068322,20,0.01589825119236884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0,0.0,0.0037820354941549552,0.0037820354941549557,0.08140371143450031,0.7142857142857143,0.7142857142857143,6.088331878785969,10.826646761738395,2.772800645960543,2.772800645960543,42.10698208039825,-0.014847731844042407,0.008281564359301769,-0.007466786668712078,-0.015356339320104991,21,0.041916167664670656,,,,,,,,,,,
DLR,0.0005,0.0,rsi_reversal,3,,0.0038764129563090112,0.0038764129563090117,0.16526222715392658,0.625,0.625,6.438537365102215,14.430658418900704,2.7613781210127253,2.7613781210127253,30.664092920476534,-0.014499024816265041,0.009723515284186617,-0.005868757590153665,-0.016716210363547646,40,0.015904572564612324,0.00468673503694145,0.001,0.0038764129563090112,1.0909064463539325e-28,1.68877936257996,11.316836394590984,0.0013408771444142985,0.0013408771444142994,0.03576931545698492,0.5555555555555556,0.5555555555555556,2.4254937917960784,4.789594543719416,1.461572449413335,1.461572449413335,10.606914643689892,-0.014499024816265041,0.00764261465489717,-0.00653629474368929,-0.016716210363547646,27,0.01786896095301125,0.009142525796398033,0.009142525796398033,0.12502099624355956,0.7692307692307693,0.7692307692307693,16.224062598976356,83.72121253764186,13.38588776606157,13.38588776606157,408.99232885108296,-0.0056331533336195705,0.012844866228120793,-0.00319860897601117,-0.0056331533336195705,13,0.012948207171314742,0.0013408771444142985,0.0013408771444142994,0.03576931545698492,0.5555555555555556,0.5555555555555556,2.4254937917960784,4.789594543719416,1.461572449413335,1.461572449413335,10.606914643689892,-0.014499024816265041,0.00764261465489717,-0.00653629474368929,-0.016716210363547646,27,0.021462639109697933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.008796458683778898,0.0087964586837789,0.06293603182854368,0.7142857142857143,0.7142857142857143,15.746075539085663,71.5793424979404,9.360928802618561,9.360928802618561,393.510962160859,-0.0056331533336195705,0.013787969681016471,-0.003682318809315033,-0.0056331533336195705,7,0.027777777777777776,0.0,,,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0,0.0,0.009546270761120355,0.009546270761120355,0.058408937655648696,0.8333333333333334,0.8333333333333334,16.804114403345658,0.0,26.671342330891914,26.671342330891914,1078.1963778974916,-0.002231189309403444,0.011901762775225115,-0.002231189309403444,-0.002231189309403444,6,0.011976047904191617,25.0,,,,,,,,,,
COR,0.0005,0.0,multi_confirm,20,,0.00437831306618659,0.004378313066186591,0.24577770786520037,0.6078431372549019,0.6078431372549019,6.299448503735935,21.48573651433868,3.2919238751603506,3.2919238751603506,58.87430183124845,-0.010612446661101118,0.010345819313738383,-0.004871321617518684,-0.011635653729830005,51,0.020278330019880716,0.005378313066186589,0.001,0.00437831306618659,4.383719506748427e-28,2.741023476197644,10.090079657733057,0.00380582522597119,0.00380582522597119,0.17905912464436047,0.5909090909090909,0.5909090909090909,5.7030081858397175,18.81935761816946,3.0379616719899656,3.0379616719899656,51.17617212009074,-0.010242353310479024,0.009600955291050279,-0.004564918201365273,-0.011635653729830005,44,0.02911978821972204,0.00797680806182625,0.00797680806182625,0.05658629141347271,0.7142857142857143,0.7142857142857143,9.813790226788793,68.26635947781195,4.659588746701952,4.659588746701952,132.2197280687227,-0.009483861622668559,0.014219112231716503,-0.007628952362899387,-0.009483861622668559,7,0.0069721115537848604,0.00380582522597119,0.00380582522597119,0.17905912464436047,0.5909090909090909,0.5909090909090909,5.7030081858397175,18.81935761816946,3.0379616719899656,3.0379616719899656,51.17617212009074,-0.010242353310479024,0.009600955291050279,-0.004564918201365273,-0.011635653729830005,44,0.034976152623211444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0,0.0,0.00797680806182625,0.00797680806182625,0.05658629141347271,0.7142857142857143,0.7142857142857143,9.813790226788793,68.26635947781195,4.659588746701952,4.659588746701952,132.2197280687227,-0.009483861622668559,0.014219112231716503,-0.007628952362899387,-0.009483861622668559,7,0.013972055888223553,,,,,,,,,,,2.0
NI,0.0005,0.0,ema_discount,5,,0.00986685717062322,0.009866857170623224,0.28062449516824306,0.6538461538461539,0.6538461538461539,6.28536705629779,11.133542052619978,2.698507104378222,2.698507104378222,42.583531421326335,-0.036956828901756646,0.023975046941782124,-0.016781945730454703,-0.05350127278374246,26,0.010337972166998012,0.015892586572785763,0.001,0.00986685717062322,5.046586332014313e-28,0.2142062050845738,13.987370656471679,0.0068773139187487415,0.006877313918748738,0.13184550958182095,0.631578947368421,0.631578947368421,4.186861078712255,7.42524649540504,1.9481991101021647,1.9481991101021647,29.68121543557968,-0.05350127278374246,0.022373040074898945,-0.01968678806322304,-0.05350127278374246,19,0.01257445400397088,0.017981331711425384,0.017981331711425387,0.13144813874942263,0.7142857142857143,0.7142857142857143,14.819849984921385,270.70703003150015,10.513935623452591,10.513935623452591,343.6092928738722,-0.007669439305486625,0.02781986342230175,-0.006614997565765529,-0.007669439305486625,7,0.0069721115537848604,0.0,,,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0,0.0,0.0068773139187487415,0.631578947368421,4.186861078712255,0.631578947368421,0.022373040074898945,-0.01968678806322304,-0.05350127278374246,19,0.07509881422924901,0.0,,,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0,0.0,0.017981331711425384,0.017981331711425387,0.13144813874942263,0.7142857142857143,0.7142857142857143,14.819849984921385,270.70703003150015,10.513935623452591,10.513935623452591,343.6092928738722,-0.007669439305486625,0.02781986342230175,-0.006614997565765529,-0.007669439305486625,7,0.013972055888223553,,0.006877313918748738,0.13184550958182095,7.42524649540504,1.9481991101021647,1.9481991101021647,29.68121543557968,-0.05350127278374246,8.0,,
AEE,0.0005,0.0,ema_discount,5,,0.00450462152856574,0.004504621528565742,0.19367902126718262,0.675,0.675,6.067275751320646,14.168923940400077,2.7631196213568443,2.7631196213568443,40.12106081297597,-0.017401657892471552,0.010458573274491356,-0.007861278251433615,-0.01740286891580474,40,0.015904572564612324,0.008119117515927943,0.001,0.00450462152856574,4.468442874138235e-27,1.8625859155542837,11.164700476597295,0.006268746323163284,0.006268746323163283,0.11746439531135677,0.6666666666666666,0.6666666666666666,7.82508512714174,43.57896176429203,4.258363299112659,4.258363299112659,120.99714174067768,-0.008358706567966442,0.012288960817203357,-0.005771682664916862,-0.008358706567966442,18,0.011912640635340834,0.0030612466966222955,0.003061246696622296,0.06820318058956132,0.6818181818181818,0.6818181818181818,4.519622749999128,8.112505849278527,1.996757359276495,1.996757359276495,27.26543486502609,-0.017401657892471552,0.008994263240321756,-0.009652360182733688,-0.01740286891580474,22,0.021912350597609563,0.0005898281658893563,0.0005898281658893562,0.008049033385606252,0.5714285714285714,0.5714285714285714,1.6047214803376426,4.100357194837669,1.2384513841646425,1.2384513841646425,11.384656279207272,-0.008358706567966442,0.005360961288994021,-0.005771682664916862,-0.008358706567966442,14,0.011128775834658187,0.02614495987362203,1.0,41.364022701867896,1.0,0.02614495987362203,0.0,0.013641026182714238,4,0.015810276679841896,0.0,,,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0,0.0,0.0,,,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0,0.0,0.0030612466966222955,0.003061246696622296,0.06820318058956132,0.6818181818181818,0.6818181818181818,4.519622749999128,8.112505849278527,1.996757359276495,1.996757359276495,27.26543486502609,-0.017401657892471552,0.008994263240321756,-0.009652360182733688,-0.01740286891580474,22,0.043912175648702596,,0.02614495987362203,0.10854170610954417,0.0,999.0,999.0,999.0,0.013641026182714238,10.0,,
